ags8,ags5,ars_k,gen,kreis_gen,lon,lat
01061074,01061,01061,Neuendorf b.Elmshorn,Steinburg,9.562834,53.737583
01061101,01061,01061,Sommerland,Steinburg,9.538265,53.803001
01061118,01061,01061,Kollmar,Steinburg,9.494978,53.732667
01061008,01061,01061,Bekdorf,Steinburg,9.423362,53.938255
01061010,01061,01061,Bekmünde,Steinburg,9.446057,53.925343
01061024,01061,01061,Drage,Steinburg,9.51882,54.004376
01061034,01061,01061,Heiligenstedten,Steinburg,9.467898,53.930303
01061035,01061,01061,Heiligenstedtenerkamp,Steinburg,9.466889,53.898674
01061039,01061,01061,Hodorf,Steinburg,9.428529,53.904109
01061040,01061,01061,Hohenaspe,Steinburg,9.527581,53.989067
01061045,01061,01061,Huje,Steinburg,9.435612,53.976997
01061047,01061,01061,Kaaks,Steinburg,9.469405,53.990091
01061052,01061,01061,Kleve,Steinburg,9.404044,53.965863
01061059,01061,01061,Krummendiek,Steinburg,9.416376,53.944241
01061065,01061,01061,Lohbarbek,Steinburg,9.636016,53.945682
01061067,01061,01061,Mehlbek,Steinburg,9.434367,54.004849
01061070,01061,01061,Moorhusen,Steinburg,9.388353,53.96046
01061082,01061,01061,Oldendorf,Steinburg,9.456166,53.954336
01061083,01061,01061,Ottenbüttel,Steinburg,9.506342,53.972124
01061084,01061,01061,Peissen,Steinburg,9.608692,54.024416
01061098,01061,01061,Schlotfeld,Steinburg,9.583146,53.95926
01061100,01061,01061,Silzen,Steinburg,9.635016,54.029281
01061114,01061,01061,Winseldorf,Steinburg,9.604867,53.943527
01061006,01061,01061,Bahrenfleth,Steinburg,9.42837,53.864318
01061022,01061,01061,Dägeling,Steinburg,9.531387,53.878818
01061026,01061,01061,Elskop,Steinburg,9.493561,53.812422
01061030,01061,01061,Grevenkop,Steinburg,9.532891,53.842102
01061055,01061,01061,Krempe,Steinburg,9.489814,53.836588
01061056,01061,01061,Kremperheide,Steinburg,9.478853,53.881515
01061057,01061,01061,Krempermoor,Steinburg,9.480149,53.877501
01061073,01061,01061,Neuenbrook,Steinburg,9.532922,53.861734
01061092,01061,01061,Rethwisch,Steinburg,9.591715,53.866516
01061104,01061,01061,Süderau,Steinburg,9.512541,53.821612
01061001,01061,01061,Aasbüttel,Steinburg,9.441789,54.067271
01061003,01061,01061,Agethorst,Steinburg,9.436454,54.01935
01061011,01061,01061,Besdorf,Steinburg,9.360112,54.050223
01061013,01061,01061,Bokelrehm,Steinburg,9.385822,54.037619
01061014,01061,01061,Bokhorst,Steinburg,9.400735,54.057305
01061021,01061,01061,Christinenthal,Steinburg,9.532356,54.050319
01061031,01061,01061,Gribbohm,Steinburg,9.347706,54.027149
01061033,01061,01061,Hadenfeld,Steinburg,9.456001,54.033384
01061043,01061,01061,Holstenniendorf,Steinburg,9.348113,54.041651
01061048,01061,01061,Kaisborstel,Steinburg,9.470192,54.017568
01061066,01061,01061,Looft,Steinburg,9.523319,54.0287
01061076,01061,01061,Nienbüttel,Steinburg,9.415315,54.03053
01061078,01061,01061,Nutteln,Steinburg,9.388823,53.990288
01061081,01061,01061,Oldenborstel,Steinburg,9.513298,54.062709
01061085,01061,01061,Pöschendorf,Steinburg,9.490449,54.038795
01061087,01061,01061,Puls,Steinburg,9.515658,54.083808
01061091,01061,01061,Reher,Steinburg,9.573588,54.065856
01061097,01061,01061,Schenefeld,Steinburg,9.481184,54.046014
01061105,01061,01061,Vaale,Steinburg,9.379645,53.999755
01061106,01061,01061,Vaalermoor,Steinburg,9.331482,53.978742
01061107,01061,01061,Wacken,Steinburg,9.379255,54.020134
01061108,01061,01061,Warringholz,Steinburg,9.462802,54.078701
01061002,01061,01061,Aebtissinwisch,Steinburg,9.289846,53.970611
01061007,01061,01061,Beidenfleth,Steinburg,9.40975,53.87951
01061018,01061,01061,Brokdorf,Steinburg,9.329129,53.862201
01061020,01061,01061,Büttel,Steinburg,9.229071,53.899717
01061023,01061,01061,Dammfleth,Steinburg,9.372778,53.908818
01061025,01061,01061,Ecklak,Steinburg,9.262447,53.953148
01061060,01061,01061,Kudensee,Steinburg,9.212866,53.930105
01061062,01061,01061,Landrecht,Steinburg,9.39178,53.924719
01061063,01061,01061,Landscheide,Steinburg,9.251644,53.922001
01061077,01061,01061,Nortorf,Steinburg,9.290542,53.926535
01061095,01061,01061,Sankt Margarethen,Steinburg,9.256234,53.889309
01061102,01061,01061,Stördorf,Steinburg,9.427765,53.917182
01061110,01061,01061,Wewelsfleth,Steinburg,9.399714,53.842946
01061119,01061,01061,Neuendorf-Sachsenbande,Steinburg,9.327107,53.961336
01061019,01061,01061,Brokstedt,Steinburg,9.821297,53.990426
01061028,01061,01061,Fitzbek,Steinburg,9.768919,54.002409
01061036,01061,01061,Hennstedt,Steinburg,9.718676,54.030506
01061038,01061,01061,Hingstheide,Steinburg,9.753261,53.907529
01061042,01061,01061,Hohenlockstedt,Steinburg,9.617875,53.964541
01061049,01061,01061,Kellinghusen,Steinburg,9.71403,53.950291
01061064,01061,01061,Lockstedt,Steinburg,9.686478,54.004046
01061071,01061,01061,Mühlenbarbek,Steinburg,9.668168,53.958662
01061080,01061,01061,Oeschebüttel,Steinburg,9.72044,53.99272
01061086,01061,01061,Poyenberg,Steinburg,9.691984,54.041555
01061088,01061,01061,Quarnstedt,Steinburg,9.784677,53.953878
01061089,01061,01061,Rade,Steinburg,9.741775,54.000918
01061093,01061,01061,Rosdorf,Steinburg,9.723729,53.97689
01061096,01061,01061,Sarlhusen,Steinburg,9.792793,54.023134
01061103,01061,01061,Störkathen,Steinburg,9.756946,53.98103
01061111,01061,01061,Wiedenborstel,Steinburg,9.761351,54.04215
01061112,01061,01061,Willenscharen,Steinburg,9.80818,54.010043
01061116,01061,01061,Wrist,Steinburg,9.7507,53.930952
01061117,01061,01061,Wulfsmoor,Steinburg,9.724143,53.911925
01062001,01062,01062,Ahrensburg,Stormarn,10.239705,53.67575
01062004,01062,01062,Bad Oldesloe,Stormarn,10.373196,53.810046
01062006,01062,01062,Bargteheide,Stormarn,10.261922,53.730088
01062009,01062,01062,Barsbüttel,Stormarn,10.169264,53.569015
01062018,01062,01062,Glinde,Stormarn,10.211314,53.540087
01062023,01062,01062,Großhansdorf,Stormarn,10.285038,53.662547
01062053,01062,01062,Oststeinbek,Stormarn,10.164668,53.542137
01062060,01062,01062,Reinbek,Stormarn,10.251748,53.509793
01062061,01062,01062,Reinfeld (Holstein),Stormarn,10.488565,53.8315
01062076,01062,01062,Tangstedt,Stormarn,10.086868,53.73311
01062090,01062,01062,Ammersbek,Stormarn,10.167763,53.691174
01062019,01062,01062,Grabau,Stormarn,10.274484,53.804138
01062046,01062,01062,Meddewade,Stormarn,10.440757,53.810258
01062050,01062,01062,Neritz,Stormarn,10.29061,53.787753
01062056,01062,01062,Pölitz,Stormarn,10.381723,53.772565
01062062,01062,01062,Rethwisch,Stormarn,10.442751,53.782724
01062065,01062,01062,Rümpel,Stormarn,10.351796,53.782963
01062089,01062,01062,Lasbek,Stormarn,10.361146,53.733328
01062091,01062,01062,Steinburg,Stormarn,10.384291,53.707908
01062092,01062,01062,Travenbrück,Stormarn,10.297703,53.838235
01062005,01062,01062,Bargfeld-Stegen,Stormarn,10.186613,53.766521
01062014,01062,01062,Delingsdorf,Stormarn,10.252309,53.706655
01062016,01062,01062,Elmenhorst,Stormarn,10.263561,53.765182
01062027,01062,01062,Hammoor,Stormarn,10.322497,53.713776
01062036,01062,01062,Jersbek,Stormarn,10.22162,53.741287
01062051,01062,01062,Nienwohld,Stormarn,10.193688,53.786824
01062078,01062,01062,Todendorf,Stormarn,10.348958,53.694794
01062081,01062,01062,Tremsbüttel,Stormarn,10.310209,53.742856
01062003,01062,01062,Badendorf,Stormarn,10.583066,53.869606
01062008,01062,01062,Barnitz,Stormarn,10.500288,53.805978
01062025,01062,01062,Hamberge,Stormarn,10.582459,53.838372
01062031,01062,01062,Heidekamp,Stormarn,10.501018,53.854309
01062032,01062,01062,Heilshoop,Stormarn,10.530579,53.887659
01062039,01062,01062,Klein Wesenberg,Stormarn,10.545462,53.811108
01062048,01062,01062,Mönkhagen,Stormarn,10.560928,53.901066
01062059,01062,01062,Rehhorst,Stormarn,10.469489,53.876682
01062083,01062,01062,Westerau,Stormarn,10.489307,53.77882
01062087,01062,01062,Zarpen,Stormarn,10.518179,53.870262
01062093,01062,01062,Feldhorst,Stormarn,10.419596,53.860382
01062094,01062,01062,Wesenberg,Stormarn,10.511206,53.826999
01062011,01062,01062,Braak,Stormarn,10.244579,53.610248
01062035,01062,01062,Hoisdorf,Stormarn,10.309948,53.660162
01062069,01062,01062,Siek,Stormarn,10.297782,53.635029
01062071,01062,01062,Stapelfeld,Stormarn,10.220756,53.606585
01062088,01062,01062,Brunsbek,Stormarn,10.291266,53.587558
01062020,01062,01062,Grande,Stormarn,10.386682,53.58
01062021,01062,01062,Grönwohld,Stormarn,10.408036,53.642627
01062022,01062,01062,Großensee,Stormarn,10.34108,53.614238
01062026,01062,01062,Hamfelde,Stormarn,10.449254,53.604796
01062033,01062,01062,Hohenfelde,Stormarn,10.473458,53.630603
01062040,01062,01062,Köthel,Stormarn,10.507479,53.609479
01062045,01062,01062,Lütjensee,Stormarn,10.364742,53.648967
01062058,01062,01062,Rausdorf,Stormarn,10.330585,53.589038
01062082,01062,01062,Trittau,Stormarn,10.407017,53.609857
01062086,01062,01062,Witzhave,Stormarn,10.337873,53.567605
02000000,02000,02000,Hamburg,Hamburg,9.99697,53.550678
03101000,03101,03101,Braunschweig,Braunschweig,10.520525,52.26249
03102000,03102,03102,Salzgitter,Salzgitter,10.329208,52.153574
03103000,03103,03103,Wolfsburg,Wolfsburg,10.784975,52.421938
03151009,03151,03151,Gifhorn,Gifhorn,10.54687,52.484369
03151025,03151,03151,Sassenburg,Gifhorn,10.628875,52.509875
03151040,03151,03151,Wittingen,Gifhorn,10.740212,52.72877
03151002,03151,03151,Barwedel,Gifhorn,10.777346,52.522997
03151004,03151,03151,Bokensdorf,Gifhorn,10.716047,52.501433
03151014,03151,03151,Jembke,Gifhorn,10.761218,52.497889
03151020,03151,03151,Osloß,Gifhorn,10.680239,52.46936
03151030,03151,03151,Tappenbeck,Gifhorn,10.74338,52.47459
03151039,03151,03151,Weyhausen,Gifhorn,10.715933,52.463114
03151003,03151,03151,Bergfeld,Gifhorn,10.845843,52.546012
03151005,03151,03151,Brome,Gifhorn,10.942137,52.601479
03151008,03151,03151,Ehra-Lessien,Gifhorn,10.787547,52.568791
03151021,03151,03151,Parsau,Gifhorn,10.891588,52.536259
03151024,03151,03151,Rühen,Gifhorn,10.885271,52.485839
03151031,03151,03151,Tiddische,Gifhorn,10.80446,52.516745
03151032,03151,03151,Tülau,Gifhorn,10.877466,52.577302
03151007,03151,03151,Dedelstorf,Gifhorn,10.504885,52.701001
03151011,03151,03151,Hankensbüttel,Gifhorn,10.603682,52.730863
03151019,03151,03151,Obernholz,Gifhorn,10.581937,52.7545
03151028,03151,03151,Sprakensehl,Gifhorn,10.494115,52.767053
03151029,03151,03151,Steinhorst,Gifhorn,10.404833,52.689985
03151006,03151,03151,Calberlah,Gifhorn,10.623002,52.421337
03151013,03151,03151,Isenbüttel,Gifhorn,10.578957,52.434993
03151022,03151,03151,Ribbesbüttel,Gifhorn,10.506401,52.434224
03151037,03151,03151,Wasbüttel,Gifhorn,10.592713,52.413252
03151012,03151,03151,Hillerse,Gifhorn,10.404067,52.413097
03151015,03151,03151,Leiferde,Gifhorn,10.43621,52.437822
03151017,03151,03151,Meinersen,Gifhorn,10.362138,52.475153
03151018,03151,03151,Müden (Aller),Gifhorn,10.362484,52.525594
03151001,03151,03151,Adenbüttel,Gifhorn,10.450974,52.379328
03151016,03151,03151,Meine,Gifhorn,10.545222,52.381857
03151023,03151,03151,Rötgesbüttel,Gifhorn,10.532239,52.415253
03151027,03151,03151,Schwülper,Gifhorn,10.432776,52.353364
03151034,03151,03151,Vordorf,Gifhorn,10.522861,52.368373
03151041,03151,03151,Didderse,Gifhorn,10.402871,52.381017
03151010,03151,03151,Groß Oesingen,Gifhorn,10.462138,52.648088
03151026,03151,03151,Schönewörde,Gifhorn,10.62824,52.633108
03151033,03151,03151,Ummern,Gifhorn,10.432493,52.591083
03151035,03151,03151,Wagenhoff,Gifhorn,10.523958,52.551739
03151036,03151,03151,Wahrenholz,Gifhorn,10.603296,52.615669
03151038,03151,03151,Wesendorf,Gifhorn,10.534582,52.592922
03151501,03151,03151,Giebel,Gifhorn,10.924456,52.514867
03153002,03153,03153,Bad Harzburg,Goslar,10.560048,51.880275
03153008,03153,03153,Liebenburg,Goslar,10.432161,52.020145
03153012,03153,03153,Seesen,Goslar,10.176074,51.890957
03153016,03153,03153,Braunlage,Goslar,10.610704,51.728022
03153017,03153,03153,Goslar,Goslar,10.429312,51.906508
03153018,03153,03153,Clausthal-Zellerfeld,Goslar,10.333189,51.803755
03153019,03153,03153,Langelsheim,Goslar,10.335897,51.938286
03153504,03153,03153,Harz (Landkreis Goslar),Goslar,10.431148,51.780628
03154013,03154,03154,Königslutter am Elm,Helmstedt,10.816117,52.252332
03154014,03154,03154,Lehre,Helmstedt,10.668492,52.329029
03154019,03154,03154,Schöningen,Helmstedt,10.967701,52.141775
03154028,03154,03154,Helmstedt,Helmstedt,11.010462,52.227571
03154008,03154,03154,Grasleben,Helmstedt,11.013922,52.306136
03154015,03154,03154,Mariental,Helmstedt,10.98211,52.277065
03154016,03154,03154,Querenhorst,Helmstedt,10.961857,52.336909
03154018,03154,03154,Rennau,Helmstedt,10.911285,52.296009
03154002,03154,03154,Beierstedt,Helmstedt,10.858806,52.073819
03154006,03154,03154,Gevensleben,Helmstedt,10.822148,52.07727
03154012,03154,03154,Jerxheim,Helmstedt,10.898594,52.083452
03154027,03154,03154,Söllingen,Helmstedt,10.924517,52.092043
03154005,03154,03154,Frellstedt,Helmstedt,10.915667,52.205617
03154017,03154,03154,Räbke,Helmstedt,10.878602,52.194636
03154021,03154,03154,Süpplingen,Helmstedt,10.905049,52.227235
03154022,03154,03154,Süpplingenburg,Helmstedt,10.908192,52.250906
03154025,03154,03154,Warberg,Helmstedt,10.92011,52.182049
03154026,03154,03154,Wolsdorf,Helmstedt,10.941747,52.190723
03154001,03154,03154,Bahrdorf,Helmstedt,11.004207,52.387587
03154004,03154,03154,Danndorf,Helmstedt,10.912017,52.424783
03154007,03154,03154,Grafhorst,Helmstedt,10.945085,52.444849
03154009,03154,03154,Groß Twülpstedt,Helmstedt,10.919959,52.373685
03154024,03154,03154,Velpke,Helmstedt,10.934106,52.408394
03154501,03154,03154,Brunsleberfeld,Helmstedt,10.846607,52.186879
03154502,03154,03154,Helmstedt,Helmstedt,11.040026,52.244135
03154503,03154,03154,Königslutter,Helmstedt,10.794948,52.222709
03154504,03154,03154,Mariental,Helmstedt,10.978397,52.304462
03154506,03154,03154,Schöningen,Helmstedt,10.901115,52.159508
03155001,03155,03155,Bad Gandersheim,Northeim,10.024463,51.870567
03155002,03155,03155,Bodenfelde,Northeim,9.553109,51.639951
03155003,03155,03155,Dassel,Northeim,9.687833,51.803
03155005,03155,03155,Hardegsen,Northeim,9.829689,51.650579
03155006,03155,03155,Kalefeld,Northeim,10.034411,51.795915
03155007,03155,03155,Katlenburg-Lindau,Northeim,10.099285,51.682775
03155009,03155,03155,Moringen,Northeim,9.871075,51.697192
03155010,03155,03155,Nörten-Hardenberg,Northeim,9.935241,51.625491
03155011,03155,03155,Northeim,Northeim,10.000406,51.705681
03155012,03155,03155,Uslar,Northeim,9.634227,51.659335
03155013,03155,03155,Einbeck,Northeim,9.86606,51.816626
03155501,03155,03155,Solling (Landkreis Northeim),Northeim,9.593489,51.717798
03157001,03157,03157,Edemissen,Peine,10.263529,52.38746
03157002,03157,03157,Hohenhameln,Peine,10.062749,52.258403
03157005,03157,03157,Lengede,Peine,10.306207,52.204873
03157006,03157,03157,Peine,Peine,10.227076,52.321764
03157007,03157,03157,Vechelde,Peine,10.373038,52.260798
03157008,03157,03157,Wendeburg,Peine,10.385712,52.326393
03157009,03157,03157,Ilsede,Peine,10.221491,52.263896
03158006,03158,03158,Cremlingen,Wolfenbüttel,10.65512,52.248443
03158037,03158,03158,Wolfenbüttel,Wolfenbüttel,10.536202,52.163491
03158039,03158,03158,Schladen-Werla,Wolfenbüttel,10.540154,52.022227
03158002,03158,03158,Baddeckenstedt,Wolfenbüttel,10.231504,52.083951
03158004,03158,03158,Burgdorf,Wolfenbüttel,10.219001,52.14603
03158011,03158,03158,Elbe,Wolfenbüttel,10.268819,52.087474
03158016,03158,03158,Haverlah,Wolfenbüttel,10.328568,52.052342
03158018,03158,03158,Heere,Wolfenbüttel,10.249768,52.065605
03158028,03158,03158,Sehlde,Wolfenbüttel,10.262343,52.038745
03158005,03158,03158,Cramme,Wolfenbüttel,10.44596,52.113068
03158010,03158,03158,Dorstadt,Wolfenbüttel,10.561876,52.094949
03158014,03158,03158,Flöthe,Wolfenbüttel,10.471279,52.087325
03158019,03158,03158,Heiningen,Wolfenbüttel,10.554777,52.070091
03158023,03158,03158,Ohrum,Wolfenbüttel,10.563531,52.119288
03158038,03158,03158,Börßum,Wolfenbüttel,10.582434,52.069203
03158009,03158,03158,Dettum,Wolfenbüttel,10.669944,52.173042
03158012,03158,03158,Erkerode,Wolfenbüttel,10.707679,52.203267
03158013,03158,03158,Evessen,Wolfenbüttel,10.71125,52.188334
03158030,03158,03158,Sickte,Wolfenbüttel,10.634127,52.21405
03158033,03158,03158,Veltheim (Ohe),Wolfenbüttel,10.682838,52.218112
03158007,03158,03158,Dahlum,Wolfenbüttel,10.8491,52.140229
03158008,03158,03158,Denkte,Wolfenbüttel,10.606858,52.145728
03158017,03158,03158,Hedeper,Wolfenbüttel,10.680737,52.066225
03158021,03158,03158,Kissenbrück,Wolfenbüttel,10.59517,52.108086
03158022,03158,03158,Kneitlingen,Wolfenbüttel,10.760789,52.174777
03158025,03158,03158,Roklum,Wolfenbüttel,10.739548,52.065366
03158027,03158,03158,Schöppenstedt,Wolfenbüttel,10.77471,52.144545
03158031,03158,03158,Uehrde,Wolfenbüttel,10.766094,52.10011
03158032,03158,03158,Vahlberg,Wolfenbüttel,10.69808,52.13739
03158035,03158,03158,Winnigstedt,Wolfenbüttel,10.765292,52.065285
03158036,03158,03158,Wittmar,Wolfenbüttel,10.640957,52.131201
03158040,03158,03158,Remlingen-Semmenstedt,Wolfenbüttel,10.673705,52.112657
03158501,03158,03158,Am Großen Rhode,Wolfenbüttel,10.792837,52.194913
03158502,03158,03158,Barnstorf-Warle,Wolfenbüttel,10.838907,52.172407
03158503,03158,03158,Voigtsdahlum,Wolfenbüttel,10.880794,52.163017
03159001,03159,03159,Adelebsen,Göttingen,9.753742,51.579059
03159002,03159,03159,Bad Grund (Harz),Göttingen,10.239461,51.809721
03159003,03159,03159,Bad Lauterberg im Harz,Göttingen,10.46544,51.626737
03159004,03159,03159,Bad Sachsa,Göttingen,10.552027,51.594452
03159007,03159,03159,Bovenden,Göttingen,9.921447,51.586919
03159010,03159,03159,Duderstadt,Göttingen,10.260897,51.511503
03159013,03159,03159,Friedland,Göttingen,9.913521,51.419791
03159015,03159,03159,Gleichen,Göttingen,9.980599,51.46877
03159016,03159,03159,Göttingen,Göttingen,9.935418,51.533337
03159017,03159,03159,Hann.Münden,Göttingen,9.654832,51.415826
03159019,03159,03159,Herzberg am Harz,Göttingen,10.340023,51.65664
03159026,03159,03159,Osterode am Harz,Göttingen,10.248155,51.728407
03159029,03159,03159,Rosdorf,Göttingen,9.896257,51.506056
03159034,03159,03159,Staufenberg,Göttingen,9.591676,51.352828
03159036,03159,03159,Walkenried,Göttingen,10.615065,51.584457
03159008,03159,03159,Bühren,Göttingen,9.677991,51.484852
03159009,03159,03159,Dransfeld,Göttingen,9.76266,51.5023
03159021,03159,03159,Jühnde,Göttingen,9.801204,51.463704
03159024,03159,03159,Niemetal,Göttingen,9.729226,51.519666
03159031,03159,03159,Scheden,Göttingen,9.726961,51.458993
03159005,03159,03159,Bilshausen,Göttingen,10.158692,51.630495
03159006,03159,03159,Bodensee,Göttingen,10.1319,51.604298
03159014,03159,03159,Gieboldehausen,Göttingen,10.214772,51.610816
03159022,03159,03159,Krebeck,Göttingen,10.122558,51.587922
03159025,03159,03159,Obernfeld,Göttingen,10.232938,51.555773
03159027,03159,03159,Rhumspringe,Göttingen,10.295711,51.582395
03159028,03159,03159,Rollshausen,Göttingen,10.216588,51.569563
03159030,03159,03159,Rüdershausen,Göttingen,10.26824,51.581182
03159037,03159,03159,Wollbrandshausen,Göttingen,10.161618,51.586754
03159038,03159,03159,Wollershausen,Göttingen,10.256335,51.596047
03159012,03159,03159,Elbingerode,Göttingen,10.275669,51.659428
03159018,03159,03159,Hattorf am Harz,Göttingen,10.235606,51.651267
03159020,03159,03159,Hörden am Harz,Göttingen,10.287111,51.668706
03159039,03159,03159,Wulften am Harz,Göttingen,10.176939,51.662753
03159011,03159,03159,Ebergötzen,Göttingen,10.101579,51.570616
03159023,03159,03159,Landolfshausen,Göttingen,10.104399,51.539947
03159032,03159,03159,Seeburg,Göttingen,10.149291,51.565172
03159033,03159,03159,Seulingen,Göttingen,10.160868,51.543758
03159035,03159,03159,Waake,Göttingen,10.056425,51.555296
03159501,03159,03159,Harz (Landkreis Göttingen),Göttingen,10.388903,51.715579
03241001,03241,03241,Hannover,Region Hannover,9.738084,52.374551
03241002,03241,03241,Barsinghausen,Region Hannover,9.465004,52.301868
03241003,03241,03241,Burgdorf,Region Hannover,10.008766,52.446741
03241004,03241,03241,Burgwedel,Region Hannover,9.856492,52.49202
03241005,03241,03241,Garbsen,Region Hannover,9.600191,52.426344
03241006,03241,03241,Gehrden,Region Hannover,9.59892,52.315068
03241007,03241,03241,Hemmingen,Region Hannover,9.747743,52.32069
03241008,03241,03241,Isernhagen,Region Hannover,9.846975,52.434232
03241009,03241,03241,Laatzen,Region Hannover,9.788174,52.314795
03241010,03241,03241,Langenhagen,Region Hannover,9.734278,52.438469
03241011,03241,03241,Lehrte,Region Hannover,9.976958,52.372615
03241012,03241,03241,Neustadt am Rübenberge,Region Hannover,9.457529,52.504751
03241013,03241,03241,Pattensen,Region Hannover,9.761472,52.26395
03241014,03241,03241,Ronnenberg,Region Hannover,9.653235,52.319008
03241015,03241,03241,Seelze,Region Hannover,9.589384,52.396951
03241016,03241,03241,Sehnde,Region Hannover,9.967173,52.310452
03241017,03241,03241,Springe,Region Hannover,9.554961,52.208899
03241018,03241,03241,Uetze,Region Hannover,10.202538,52.463947
03241019,03241,03241,Wedemark,Region Hannover,9.733449,52.545682
03241020,03241,03241,Wennigsen (Deister),Region Hannover,9.574146,52.274405
03241021,03241,03241,Wunstorf,Region Hannover,9.424195,52.425436
03251007,03251,03251,Bassum,Diepholz,8.725552,52.847957
03251012,03251,03251,Diepholz,Diepholz,8.370605,52.606393
03251037,03251,03251,Stuhr,Diepholz,8.750247,53.028414
03251040,03251,03251,Sulingen,Diepholz,8.801224,52.682116
03251041,03251,03251,Syke,Diepholz,8.816336,52.914548
03251042,03251,03251,Twistringen,Diepholz,8.63877,52.799962
03251044,03251,03251,Wagenfeld,Diepholz,8.590374,52.546265
03251047,03251,03251,Weyhe,Diepholz,8.840023,52.981355
03251009,03251,03251,Brockum,Diepholz,8.41884,52.46665
03251020,03251,03251,Hüde,Diepholz,8.356987,52.49539
03251022,03251,03251,Lembruch,Diepholz,8.366446,52.526785
03251023,03251,03251,Lemförde,Diepholz,8.377161,52.467768
03251025,03251,03251,Marl,Diepholz,8.364876,52.484483
03251029,03251,03251,Quernheim,Diepholz,8.392323,52.463247
03251036,03251,03251,Stemshorn,Diepholz,8.362587,52.45209
03251005,03251,03251,Barnstorf,Diepholz,8.505122,52.70951
03251013,03251,03251,Drebber,Diepholz,8.425941,52.6497
03251014,03251,03251,Drentwede,Diepholz,8.573205,52.743443
03251017,03251,03251,Eydelstedt,Diepholz,8.548216,52.691527
03251002,03251,03251,Asendorf,Diepholz,9.004551,52.771317
03251026,03251,03251,Martfeld,Diepholz,9.067936,52.875786
03251033,03251,03251,Schwarme,Diepholz,9.018694,52.899657
03251049,03251,03251,Bruchhausen-Vilsen,Diepholz,8.986762,52.822285
03251003,03251,03251,Bahrenborstel,Diepholz,8.815121,52.57221
03251004,03251,03251,Barenburg,Diepholz,8.798729,52.621324
03251018,03251,03251,Freistatt,Diepholz,8.648938,52.623062
03251021,03251,03251,Kirchdorf,Diepholz,8.836015,52.594752
03251043,03251,03251,Varrel,Diepholz,8.730968,52.621233
03251045,03251,03251,Wehrbleck,Diepholz,8.692263,52.628854
03251006,03251,03251,Barver,Diepholz,8.593598,52.620672
03251011,03251,03251,Dickel,Diepholz,8.472542,52.644554
03251019,03251,03251,Hemsloh,Diepholz,8.509428,52.601629
03251030,03251,03251,Rehden,Diepholz,8.482683,52.609902
03251046,03251,03251,Wetschen,Diepholz,8.448796,52.612875
03251001,03251,03251,Affinghausen,Diepholz,8.87991,52.782963
03251015,03251,03251,Ehrenburg,Diepholz,8.704319,52.747949
03251028,03251,03251,Neuenkirchen,Diepholz,8.748262,52.774432
03251031,03251,03251,Scholen,Diepholz,8.769239,52.740308
03251032,03251,03251,Schwaförden,Diepholz,8.818783,52.737783
03251038,03251,03251,Sudwalde,Diepholz,8.842769,52.796913
03251008,03251,03251,Borstel,Diepholz,8.971999,52.669312
03251024,03251,03251,Maasen,Diepholz,8.885683,52.692321
03251027,03251,03251,Mellinghausen,Diepholz,8.897384,52.707433
03251034,03251,03251,Siedenburg,Diepholz,8.940684,52.692898
03251035,03251,03251,Staffhorst,Diepholz,8.980126,52.721512
03252001,03252,03252,Aerzen,Hameln-Pyrmont,9.261633,52.046638
03252002,03252,03252,Bad Münder am Deister,Hameln-Pyrmont,9.463755,52.197773
03252003,03252,03252,Bad Pyrmont,Hameln-Pyrmont,9.263703,51.985333
03252004,03252,03252,Coppenbrügge,Hameln-Pyrmont,9.550116,52.117614
03252005,03252,03252,Emmerthal,Hameln-Pyrmont,9.376592,52.049405
03252006,03252,03252,Hameln,Hameln-Pyrmont,9.356316,52.104402
03252007,03252,03252,Hessisch Oldendorf,Hameln-Pyrmont,9.252506,52.168347
03252008,03252,03252,Salzhemmendorf,Hameln-Pyrmont,9.589601,52.066226
03254002,03254,03254,Alfeld (Leine),Hildesheim,9.825738,51.987221
03254003,03254,03254,Algermissen,Hildesheim,9.970613,52.253687
03254005,03254,03254,Bad Salzdetfurth,Hildesheim,10.007627,52.063403
03254008,03254,03254,Bockenem,Hildesheim,10.128926,52.009625
03254011,03254,03254,Diekholzen,Hildesheim,9.918044,52.09459
03254014,03254,03254,Elze,Hildesheim,9.735897,52.121655
03254017,03254,03254,Giesen,Hildesheim,9.892277,52.195149
03254020,03254,03254,Harsum,Hildesheim,9.964458,52.21046
03254021,03254,03254,Hildesheim,Hildesheim,9.948181,52.150623
03254022,03254,03254,Holle,Hildesheim,10.16074,52.087422
03254026,03254,03254,Nordstemmen,Hildesheim,9.782956,52.160076
03254028,03254,03254,Sarstedt,Hildesheim,9.855848,52.234449
03254029,03254,03254,Schellerten,Hildesheim,10.10173,52.187719
03254032,03254,03254,Söhlde,Hildesheim,10.232512,52.189397
03254042,03254,03254,Freden (Leine),Hildesheim,9.89314,51.928153
03254044,03254,03254,Lamspringe,Hildesheim,10.008627,51.957723
03254045,03254,03254,Sibbesse,Hildesheim,9.902564,52.054729
03254013,03254,03254,Eime,Hildesheim,9.724253,52.077171
03254041,03254,03254,Duingen,Hildesheim,9.699208,52.005816
03254043,03254,03254,Gronau (Leine),Hildesheim,9.774244,52.084178
03255008,03255,03255,Delligsen,Holzminden,9.798914,51.942963
03255023,03255,03255,Holzminden,Holzminden,9.447159,51.828764
